WKT,fid,gid,streetname,note
"LINESTRING (652404.85647298 6863160.37549839,652409.965293837 6863173.33244975)","6058","6059",R SAINT-DENIS,
"LINESTRING (652409.965293837 6863173.33244975,652417.141169605 6863194.27196011)","6059","6060",R SAINT-DENIS,
"LINESTRING (652406.528521197 6863240.36071546,652428.451157937 6863231.17659338)","6060","6061",R DU CAIRE,
"LINESTRING (652417.141169605 6863194.27196011,652428.451157937 6863231.17659338)","6062","6063",R SAINT-DENIS,
"LINESTRING (652412.712881153 6863262.30856008,652435.652245814 6863255.11587475)","6063","6064",PAS DU CAIRE,
"LINESTRING (652428.451157937 6863231.17659338,652435.652245814 6863255.11587475)","6064","6065",R SAINT-DENIS,
"LINESTRING (652435.652245814 6863255.11587475,652439.777956857 6863270.08107852)","6065","6066",R SAINT-DENIS,
"LINESTRING (652439.777956857 6863270.08107852,652441.912228899 6863286.06300877)","6066","6067",R SAINT-DENIS,
"LINESTRING (652341.458458396 6862993.90987225,652338.383093381 6862984.93580904)","6074","6075",R SAINT-DENIS,
"LINESTRING (652350.718160732 6863024.83174052,652341.458458396 6862993.90987225)","6075","6076",R SAINT-DENIS,
"LINESTRING (652417.452267532 6862993.27136718,652423.56940322 6863007.21981693)","6076","6077",R DE PALESTRO,
"LINESTRING (652423.56940322 6863007.21981693,652439.954588228 6863053.0816538)","6077","6078",R DE PALESTRO,
"LINESTRING (652384.681342403 6863377.54314546,652440.878603967 6863401.07077573)","6078","6079",R SAINTE-FOY,
"LINESTRING (652346.54989923 6863361.86364748,652384.681342403 6863377.54314546)","6084","6085",R SAINTE-FOY,
"LINESTRING (652350.718160732 6863024.83174052,652357.902418799 6863046.77114746)","6085","6086",R SAINT-DENIS,
"LINESTRING (652369.12836258 6863073.67654868,652386.446243719 6863111.53066038)","6087","6088",R SAINT-DENIS,
"LINESTRING (652357.902418799 6863046.77114746,652369.12836258 6863073.67654868)","6088","6089",R SAINT-DENIS,
"LINESTRING (652397.697404378 6863141.43583267,652399.747653209 6863147.41854821)","6089","6090",R SAINT-DENIS,
"LINESTRING (652386.446243719 6863111.53066038,652397.697404378 6863141.43583267)","6090","6091",R SAINT-DENIS,
"LINESTRING (652884.145924371 6863195.34706697,652922.042021849 6863183.02860802)","6092","6093",R DU VERTBOIS,
"LINESTRING (652683.951927091 6863291.02895335,652777.784812174 6863271.24045279)","6093","6094",R NOTRE DAME DE NAZARETH,
"LINESTRING (652824.697040869 6863260.84621592,652941.477617644 6863234.86475069)","6095","6096",R NOTRE DAME DE NAZARETH,
"LINESTRING (652863.920252229 6863049.5185112,652904.026286749 6863062.18123631)","6096","6097",R DE TURBIGO,
"LINESTRING (652919.167595395 6862960.05503974,652890.598302106 6862892.29597874)","6097","6098",R DES VERTUS,
"LINESTRING (652863.769277432 6863150.51877623,652839.334131305 6863098.72468369)","6098","6099",R MONTGOLFIER,
"LINESTRING (652839.334131305 6863098.72468369,652815.924139957 6863049.92196053)","6099","6100",R MONTGOLFIER,
"LINESTRING (652671.07848048 6862830.14189393,652755.735261271 6862789.43086145,652803.554767271 6862768.02918448)","6100","6101",R CHAPON,
"LINESTRING (652711.033320802 6862943.80475024,652797.841291131 6862921.07536357)","6101","6102",R AU MAIRE,
"LINESTRING (652797.841291131 6862921.07536357,652811.823332372 6862918.95785909)","6102","6103",R AU MAIRE,
"LINESTRING (652691.539042237 6862884.96927305,652778.229308172 6862848.24106787)","6103","6104",R DES GRAVILLIERS,
"LINESTRING (652648.576085597 6862770.33176015,652857.776892488 6862675.57460605)","6105","6106",R DE MONTMORENCY,
"LINESTRING (652684.573234374 6862889.02777116,652691.539042237 6862884.96927305)","6106","6107",R DES GRAVILLIERS,
"LINESTRING (652811.823332372 6862918.95785909,652837.434857914 6862991.74176134)","6108","6109",R VOLTA,
"LINESTRING (652712.647258608 6863373.78711081,652953.023141914 6863299.76713494)","6109","6110",R DE MESLAY,
"LINESTRING (652665.10418859 6862833.1920681,652671.07848048 6862830.14189393)","6114","6115",R CHAPON,
"LINESTRING (652728.426929653 6862990.6580391,652784.24586707 6862969.1891004,652799.547217061 6863005.06009329)","6117","6118",R BAILLY,
"LINESTRING (652703.437861772 6863348.8647086,652712.647258608 6863373.78711081)","6118","6119",R SAINT-MARTIN,
"LINESTRING (652712.647258608 6863373.78711081,652726.999141087 6863415.66616939)","6119","6120",R SAINT-MARTIN,
"LINESTRING (652591.144036738 6863075.81093351,652626.855500794 6863160.50998059)","6120","6121",R SAINT-MARTIN,
"LINESTRING (652581.203751857 6863320.8922237,652683.951927091 6863291.02895335)","6121","6122",R NOTRE DAME DE NAZARETH,
"LINESTRING (652777.784812174 6863271.24045279,652824.697040869 6863260.84621592)","6122","6123",R NOTRE DAME DE NAZARETH,
"LINESTRING (652626.855500794 6863160.50998059,652654.365961712 6863221.27821434)","6123","6124",R SAINT-MARTIN,
"LINESTRING (652673.759429201 6863268.11481152,652683.951927091 6863291.02895335)","6124","6125",R SAINT-MARTIN,
"LINESTRING (652654.365961712 6863221.27821434,652673.759429201 6863268.11481152)","6125","6126",R SAINT-MARTIN,
"LINESTRING (653251.055663489 6862828.26605112,653288.791839733 6862796.94909077)","6266","6267",R DU FOREZ,
"LINESTRING (652312.989630813 6863295.14615282,652324.17358255 6863317.05200754)","6973","6974",,
"LINESTRING (652312.989630813 6863295.14615282,652412.712881153 6863262.30856008)","6974","6975",PAS DU CAIRE,
"LINESTRING (652151.254787675 6863207.50564071,652174.437747891 6863229.31069858,652176.605582923 6863249.2923103)","7271","7272",,
"LINESTRING (652165.246731868 6862730.39341128,652107.075201033 6862709.88233323)","7296","7297",,
"LINESTRING (652350.718160732 6863024.83174052,652423.56940322 6863007.21981693)","7335","7336",,
"LINESTRING (652124.592910063 6863247.72924241,652176.605582923 6863249.2923103)","7518","7519",COUR LANOY,
"LINESTRING (652586.219865085 6862608.85797182,652597.46262639 6862637.7630855)","7553","7554",R BEAUBOURG,
"LINESTRING (652452.516874224 6862643.98103865,652573.061308722 6862589.96882142)","7723","7723",R BRANTOME,
"LINESTRING (652341.458458396 6862993.90987225,652284.597510825 6863010.38741719)","7788","7789",PAS GRENETA,
"LINESTRING (652465.82665518 6862680.86869596,652543.559614268 6862649.21591741,652536.425761518 6862633.27608672)","7794","7795",PAS DE LA REUNION,
"LINESTRING (652095.689335958 6862782.97702492,652163.448489383 6862754.4082051)","7798","7799",R DE LA GRANDE TRUANDERIE,
"LINESTRING (652473.985623915 6862699.79988312,652500.899334959 6862689.57386119)","7799","7800",IMP DE CLAIRVAUX,
"LINESTRING (652665.10418859 6862833.1920681,652684.573234374 6862889.02777116)","7820","7821",R BEAUBOURG,
"LINESTRING (652684.573234374 6862889.02777116,652706.050538328 6862945.84660701)","7821","7822",R BEAUBOURG,
"LINESTRING (652310.409908151 6863345.16741654,652324.17358255 6863317.05200754)","7907","7908",R DES FILLES DIEU,
"LINESTRING (652208.737443442 6863265.0222468,652200.528079584 6863240.09142965)","8923","8924",COUR DES MIRACLES,
"LINESTRING (652200.528079584 6863240.09142965,652190.545673398 6863242.17526939,652185.411673978 6863226.21854016)","8934","8935",,
"LINESTRING (652200.528079584 6863240.09142965,652223.467452312 6863232.89878601,652226.584815507 6863246.87247354,652214.728568152 6863263.97192607)","8935","8936",COUR DES MIRACLES,
"LINESTRING (652197.646584759 6863016.11783126,652205.032412943 6863062.05530122,652186.067549003 6863066.21457498)","9031","9032",CITE BEAUREPAIRE,
"LINESTRING (652197.646584759 6863016.11783126,652218.602877772 6863010.94183858)","9034","9035",R GRENETA,
"LINESTRING (652701.38759452 6863342.88198808,652703.437861772 6863348.8647086)","9035","9036",R SAINT-MARTIN,
"LINESTRING (652096.906764168 6863046.96374183,652197.646584759 6863016.11783126)","9036","9037",R GRENETA,
"LINESTRING (652701.38759452 6863342.88198808,652738.309048301 6863333.57174029)","9038","9039",IMP DE LA PLANCHETTE,
"LINESTRING (652683.951927091 6863291.02895335,652701.38759452 6863342.88198808)","9039","9040",R SAINT-MARTIN,
"LINESTRING (652797.009983455 6863179.07967726,652753.15616318 6863077.44927464)","9040","9041",R VAUCANSON,
"LINESTRING (652797.009983455 6863179.07967726,652863.769277432 6863150.51877623)","9041","9042",R FERNDINAND BERTHAUD,
"LINESTRING (652460.743054862 6862670.91154742,652536.425761518 6862633.27608672)","9042","9043",R DU MAURE,
"LINESTRING (652816.353069809 6863219.91671305,652797.009983455 6863179.07967726)","9043","9044",R VAUCANSON,
"LINESTRING (652456.634165101 6862657.94625022,652460.743054862 6862670.91154742)","9044","9045",R SAINT-MARTIN,
"LINESTRING (652460.743054862 6862670.91154742,652465.82665518 6862680.86869596)","9045","9046",R SAINT-MARTIN,
"LINESTRING (652163.448489383 6862754.4082051,652171.42262289 6862751.34125849)","9079","9080",R DE LA GRANDE TRUANDERIE,
"LINESTRING (652171.42262289 6862751.34125849,652167.288562722 6862735.37619386)","9080","9081",R MONDETOUR,
"LINESTRING (652171.42262289 6862751.34125849,652193.345188085 6862742.15721567)","9082","9083",R DE LA GRANDE TRUANDERIE,
"LINESTRING (653260.368890425 6863341.18259615,653269.485905689 6863355.10581812)","9240","9241",PL DE LA REPUBLIQUE,
"LINESTRING (653269.485905689 6863355.10581812,653253.731011109 6863384.23808448)","9241","9242",BD DE MAGENTA,
"LINESTRING (653253.731011109 6863384.23808448,653234.001646197 6863416.40375568)","9242","9243",BD DE MAGENTA,
"LINESTRING (652324.17358255 6863317.05200754,652331.29904583 6863331.99201978)","9244","9245",R DUSSOUBS,
"LINESTRING (653269.485905689 6863355.10581812,653334.850813984 6863398.55578622)","9245","9246",R DE LA DOUANE,
"LINESTRING (653103.760114687 6863506.49828605,653230.867345166 6863400.43022973,653253.731011109 6863384.23808448)","9256","9257",R DU CHATEAU D'EAU,
"LINESTRING (653269.485905689 6863355.10581812,653300.215134853 6863441.84675469)","9284","9285",R BEAUREPAIRE,
"LINESTRING (652214.728568152 6863263.97192607,652208.737443442 6863265.0222468)","9301","9302",R DES FORGES,
"LINESTRING (652346.54989923 6863361.86364748,652331.29904583 6863331.99201978)","9302","9303",R SAINT-SPIRE,
"LINESTRING (652312.989630813 6863295.14615282,652252.204455584 6863320.65661633)","9303","9304",PAS DU CAIRE,
"LINESTRING (653039.571205926 6863365.03898439,653103.760114687 6863506.49828605)","9769","9770",R DE LANCRY,
"LINESTRING (652961.888349185 6863402.69179824,653039.571205926 6863365.03898439)","9771","9772",R DE BONDY,
"LINESTRING (652557.07953952 6862949.09856024,652684.573234374 6862889.02777116)","9814","9815",R DES GRAVILLIERS,
"LINESTRING (653267.366182495 6862984.12709752,653345.65415061 6863018.46834154)","9815","9816",R DUPUIS,
"LINESTRING (652535.568694593 6862888.28002629,652665.10418859 6862833.1920681)","9827","9828",R CHAPON,
"LINESTRING (652706.050538328 6862945.84660701,652711.033320802 6862943.80475024)","9828","9829",R AU MAIRE,
"LINESTRING (653179.591331161 6862891.86624603,653216.352853243 6862863.55745245,653223.285008547 6862855.49925479)","9840","9841",R PERREE,
"LINESTRING (652953.023141914 6863299.76713494,652959.005856005 6863297.71685592)","9891","9892",R DE MESLAY,
"LINESTRING (653237.310459903 6863096.37868199,653161.618652942 6863014.01601524)","9912","9913",CITE DUPETIT THOUARS,
"LINESTRING (653267.366182495 6862984.12709752,653293.808989992 6862917.90545967,653301.732652145 6862908.83892709)","9913","9914",R DE LA CORDERIE,
"LINESTRING (653211.943176063 6863171.59127608,653269.232922907 6863206.10919573)","9922","9923",R DU TEMPLE,
"LINESTRING (653220.96835423 6863293.51431048,653260.368890425 6863341.18259615)","9936","9937",PL DE LA REPUBLIQUE,
"LINESTRING (653298.365155397 6863221.86406405,653220.96835423 6863293.51431048)","9937","9938",PL DE LA REPUBLIQUE,
"LINESTRING (653039.571205926 6863365.03898439,653122.337696393 6863337.34330761,653147.344138772 6863338.13303807,653260.368890425 6863341.18259615)","9938","9939",R DE BONDY,
"LINESTRING (653269.232922907 6863206.10919573,653298.365155397 6863221.86406405)","9939","9940",R DU TEMPLE,
"LINESTRING (653103.196264668 6863320.50438717,653220.96835423 6863293.51431048)","9941","9942",BD SAINT-MARTIN,
"LINESTRING (652966.459240384 6863351.6537606,652998.406289471 6863345.38522786)","9942","9943",BD SAINT-MARTIN,
"LINESTRING (652998.406289471 6863345.38522786,653103.196264668 6863320.50438717)","9944","9945",BD SAINT-MARTIN,
"LINESTRING (652515.082995782 6862830.45286829,652535.568694593 6862888.28002629)","9945","9946",R SAINT-MARTIN,
"LINESTRING (653211.286665816 6862974.59878953,653226.453609424 6862994.47103348,653235.419242478 6862990.39568355,653253.602765316 6863012.24253863,653267.366182495 6862984.12709752)","9946","9947",R DE LA CORDERIE,
"LINESTRING (652756.90435253 6863404.41489622,652819.756549265 6863386.88672441,652954.493806889 6863355.75432092,652966.459240384 6863351.6537606)","9947","9948",BD SAINT-MARTIN,
"LINESTRING (652212.242800828 6862729.99862051,652209.24305175 6862730.02382046)","9957","9958",R DE LA PETITE TRUANDERIE,
"LINESTRING (652167.288562722 6862735.37619386,652165.246731868 6862730.39341128)","9958","9959",R MONDETOUR,
"LINESTRING (652193.345188085 6862742.15721567,652213.28471722 6862734.9898023)","9960","9961",R DE LA GRANDE TRUANDERIE,
"LINESTRING (652209.24305175 6862730.02382046,652205.243386312 6862730.05742029)","9961","9962",R DE LA PETITE TRUANDERIE,
"LINESTRING (652192.815998199 6862679.16249636,652212.242800828 6862729.99862051)","9962","9963",R PIERRE LESCOT,
"LINESTRING (652212.242800828 6862729.99862051,652213.28471722 6862734.9898023)","9963","9964",R PIERRE LESCOT,
"LINESTRING (652201.243720873 6862730.09101999,652165.246731868 6862730.39341128)","9964","9965",R DE LA PETITE TRUANDERIE,
"LINESTRING (652377.287962264 6862616.61352993,652397.81556718 6862679.44018759)","9983","9984",R QUINCAMPOIX,
"LINESTRING (652465.82665518 6862680.86869596,652473.985623915 6862699.79988312)","9984","9985",R SAINT-MARTIN,
"LINESTRING (652481.186690042 6862723.73905629,652490.395994299 6862748.66134569)","9985","9986",R SAINT-MARTIN,
"LINESTRING (652496.613954511 6862774.60876337,652595.219164468 6862727.78073041)","9986","9987",R DU GRENIER SAINT-LAZARE,
"LINESTRING (653151.416464428 6862752.10486499,653180.220659834 6862728.86295833)","9987","9988",R DES OISEAUX,
"LINESTRING (652452.516874224 6862643.98103865,652456.634165101 6862657.94625022)","9989","9990",R SAINT-MARTIN,
"LINESTRING (652434.115104419 6862596.13633243,652452.516874224 6862643.98103865)","9991","9992",R SAINT-MARTIN,
"LINESTRING (652535.568694593 6862888.28002629,652512.637808054 6862896.4726271,652486.69036048 6862902.69059537,652474.69134701 6862902.79142202,652456.810455097 6862916.94150936)","9992","9993",PAS DE L'ANCRE,
"LINESTRING (652535.568694593 6862888.28002629,652557.07953952 6862949.09856024)","9993","9994",R SAINT-MARTIN,
"LINESTRING (652557.07953952 6862949.09856024,652572.582490844 6863008.96762055)","9994","9995",R SAINT-MARTIN,
"LINESTRING (652456.810455097 6862916.94150936,652557.07953952 6862949.09856024)","9995","9996",R DE TURBIGO,
"LINESTRING (652496.613954511 6862774.60876337,652514.024261116 6862823.4618508)","9996","9997",R SAINT-MARTIN,
"LINESTRING (652473.985623915 6862699.79988312,652481.186690042 6862723.73905629)","9998","9999",R SAINT-MARTIN,
"LINESTRING (653077.623876037 6862657.72657762,653138.189946395 6862606.21803356)","10001","10002",R PASTOURELLE,
"LINESTRING (653190.438433782 6862754.77670516,653200.370333991 6862746.6932917,653233.174183992 6862723.4177406)","10002","10003",R DE BRETAGNE,
"LINESTRING (653031.955615487 6862697.11001861,653077.623876037 6862657.72657762)","10003","10004",R PASTOURELLE,
"LINESTRING (653158.684930828 6862784.0433433,653167.60010301 6862773.96850503)","10004","10005",R DE BRETAGNE,
"LINESTRING (652904.026286749 6863062.18123631,653030.385991749 6863105.11849678)","10005","10006",R DE TURBIGO,
"LINESTRING (653030.385991749 6863105.11849678,653078.567083664 6863126.71319193)","10006","10007",R DE TURBIGO,
"LINESTRING (653167.60010301 6862773.96850503,653190.438433782 6862754.77670516)","10008","10009",R DE BRETAGNE,
"LINESTRING (652514.024261116 6862823.4618508,652551.91187558 6862810.14362822,652648.576085597 6862770.33176015)","10009","10010",R DE MONTMORENCY,
"LINESTRING (652917.679761019 6862783.06964028,652983.270763197 6862734.51884134,653031.955615487 6862697.11001861)","10011","10012",R PASTOURELLE,
"LINESTRING (653077.623876037 6862657.72657762,653151.416464428 6862752.10486499)","10012","10013",R DE BEAUCE,
"LINESTRING (653090.614922433 6862775.61580602,653123.99051417 6862820.33462214)","10014","10015",R DES ARCHIVES,
"LINESTRING (653123.99051417 6862820.33462214,653158.684930828 6862784.0433433)","10015","10016",R DE BRETAGNE,
"LINESTRING (653031.955615487 6862697.11001861,653090.614922433 6862775.61580602)","10016","10017",R DES ARCHIVES,
"LINESTRING (652973.398126267 6862868.60017991,653019.915545758 6862930.20838126)","10017","10018",R DU TEMPLE,
"LINESTRING (653128.209947257 6863084.29620636,653158.552247028 6863125.04067222)","10018","10019",R DU TEMPLE,
"LINESTRING (652904.026286749 6863062.18123631,652996.800194718 6863035.40157473)","10019","10020",R DES FONTAINES DU TEMPLE,
"LINESTRING (653123.99051417 6862820.33462214,653151.290955751 6862856.10463581,653179.591331161 6862891.86624603)","10020","10021",R DES ARCHIVES,
"LINESTRING (653110.984318432 6863057.44131668,653128.209947257 6863084.29620636)","10022","10023",R DU TEMPLE,
"LINESTRING (653191.42282779 6862990.76564815,653211.286665816 6862974.59878953)","10023","10024",R DUPETIT THOUARS,
"LINESTRING (653179.591331161 6862891.86624603,653231.167315399 6862960.43176625)","10024","10025",R DES ARCHIVES,
"LINESTRING (653233.174183992 6862723.4177406,653288.791839733 6862796.94909077)","10025","10026",R CHARLOT,
"LINESTRING (653110.984318432 6863057.44131668,653154.67807657 6863021.07430107)","10026","10027",R DUPETIT THOUARS,
"LINESTRING (653140.721847374 6863145.19040572,653211.943176063 6863171.59127608)","10027","10028",R DE TURBIGO,
"LINESTRING (653078.567083664 6863126.71319193,653140.721847374 6863145.19040572)","10028","10029",R DE TURBIGO,
"LINESTRING (652941.477617644 6863234.86475069,653174.030295075 6863181.90998491,653211.943176063 6863171.59127608)","10029","10030",R NOTRE DAME DE NAZARETH,
"LINESTRING (652922.042021849 6863183.02860802,653058.661167847 6863137.88045005,653078.567083664 6863126.71319193)","10030","10031",R DU VERTBOIS,
"LINESTRING (652996.800194718 6863035.40157473,653078.58336394 6863009.71424552)","10032","10032",R DES FONTAINES DU TEMPLE,
"LINESTRING (653019.915545758 6862930.20838126,653061.366163733 6862983.85928396)","10034","10034",R DU TEMPLE,
"LINESTRING (653078.58336394 6863009.71424552,653110.984318432 6863057.44131668)","10036","10036",R DU TEMPLE,
"LINESTRING (653233.174183992 6862723.4177406,653266.961120043 6862698.13394407)","10037","10037",R DE BRETAGNE,
"LINESTRING (653252.114440903 6862835.25706278,653301.732652145 6862908.83892709)","10046","10046",R DE PICARDIE,
"LINESTRING (653161.618652942 6863014.01601524,653191.42282779 6862990.76564815)","10047","10047",R DUPETIT THOUARS,
"LINESTRING (653211.286665816 6862974.59878953,653231.167315399 6862960.43176625)","10049","10049",R DUPETIT THOUARS,
"LINESTRING (653231.167315399 6862960.43176625,653301.732652145 6862908.83892709)","10050","10050",R DUPETIT THOUARS,
"LINESTRING (653190.438433782 6862754.77670516,653251.055663489 6862828.26605112)","10051","10051",R DE PICARDIE,
"LINESTRING (653158.684930828 6862784.0433433,653223.285008547 6862855.49925479)","10052","10052",PLE CAFFARELLI,
"LINESTRING (653215.057302407 6862590.57189027,653290.824563462 6862681.93347608)","10053","10053",R DE SAINTONGE,
"LINESTRING (652226.080501392 6863305.87620455,652187.192774677 6863319.20277778)","10058","10058",R DU CAIRE,
"LINESTRING (652196.965190484 6863292.12090963,652208.737443442 6863265.0222468)","10061","10061",R DE DAMIETTE,
"LINESTRING (652167.211514533 6863202.3716464,652268.926166217 6863168.51747804)","10069","10069",ALL PIERRE LAZAREFF,
"LINESTRING (652151.254787675 6863207.50564071,652167.211514533 6863202.3716464)","10072","10072",ALL PIERRE LAZAREFF,
"LINESTRING (652815.924139957 6863049.92196053,652809.764931952 6863030.97393107)","10079","10079",R MONTGOLFIER,
"LINESTRING (652310.409908151 6863345.16741654,652346.54989923 6863361.86364748)","10116","10117",R SAINTE-FOY,
"LINESTRING (652252.204455584 6863320.65661633,652226.080501392 6863305.87620455)","10117","10118",PAS DU CAIRE,
"LINESTRING (652297.604145462 6863368.27482153,652310.409908151 6863345.16741654)","10118","10119",R DES FILLES DIEU,
"LINESTRING (652252.204455584 6863320.65661633,652293.344038102 6863337.31085792)","10119","10120",PAS DU CAIRE,
"LINESTRING (652293.344038102 6863337.31085792,652310.409908151 6863345.16741654)","10123","10124",PAS DU CAIRE,
"LINESTRING (652323.602948945 6862892.06104268,652332.577005266 6862888.98568106)","10142","10143",R DE TURBIGO,
"LINESTRING (652315.401986868 6862868.1302278,652326.434683166 6862872.03748792)","10150","10151",R DE TURBIGO,
"LINESTRING (652326.434683166 6862872.03748792,652350.508314267 6862880.83512085)","10153","10154",R DE TURBIGO,
"LINESTRING (652315.401986868 6862868.1302278,652323.602948945 6862892.06104268)","10158","10159",R SAINT-DENIS,
"LINESTRING (652332.577005266 6862888.98568106,652326.560697324 6862887.03625158,652324.527258295 6862883.05338296,652323.502137911 6862880.0620311,652326.434683166 6862872.03748792)","10160","10161",R DE TURBIGO,
"LINESTRING (652536.425761518 6862633.27608672,652586.219865085 6862608.85797182)","11938","11939",R DU MAURE,
"LINESTRING (652817.317980617 6862620.91545158,652836.223917469 6862609.75668567,652913.704561408 6862548.1062375)","12827","12828",R DES HAUDRIETTES,
"LINESTRING (652913.704561408 6862548.1062375,653018.830606225 6862682.22056601,653031.955615487 6862697.11001861)","12979","12980",R DES ARCHIVES,
"LINESTRING (653140.721847374 6863145.19040572,653158.552247028 6863125.04067222)","15094","15095",,
"LINESTRING (652326.938739893 6862932.03255374,652205.225937493 6862966.05470694)","15312","15313",PAS DU GRAND CERF,
"LINESTRING (653158.552247028 6863125.04067222,653211.943176063 6863171.59127608)","15325","15326",R DU TEMPLE,
"LINESTRING (653019.915545758 6862930.20838126,653123.99051417 6862820.33462214)","15339","15340",R DE BRETAGNE,
"LINESTRING (652315.469623939 6862638.13262396,652322.443830398 6862635.07407109)","15373","15374",R RAMBUTEAU,
"LINESTRING (653251.055663489 6862828.26605112,653252.114440903 6862835.25706278)","15394","15395",R DE PICARDIE,
"LINESTRING (652428.451157937 6863231.17659338,652496.269302973 6863209.60692431)","15412","15413",R DU CAIRE,
"LINESTRING (652252.204455584 6863320.65661633,652244.020279829 6863298.72555365)","15441","15442",,
"LINESTRING (652293.344038102 6863337.31085792,652312.989630813 6863295.14615282)","15465","15466",,
"LINESTRING (652389.723250656 6863144.50280395,652397.697404378 6863141.43583267)","15487","15488",R REAUMUR,
"LINESTRING (652747.677514346 6863020.49591505,652756.651569702 6863017.42051865)","15503","15504",R REAUMUR,
"LINESTRING (652226.080501392 6863305.87620455,652244.020279829 6863298.72555365)","15716","15717",R DU CAIRE,
"LINESTRING (652226.080501392 6863305.87620455,652239.827390333 6863275.76097271,652236.693224484 6863259.78744069,652214.728568152 6863263.97192607)","15717","15718",R DES FORGES,
"LINESTRING (652773.606537952 6863012.72960055,652799.547217061 6863005.06009329)","15718","15719",R REAUMUR,
"LINESTRING (652774.683725597 6863021.26891115,652771.650350769 6863017.29445014,652773.606537952 6863012.72960055)","15719","15720",R DE TURBIGO,
"LINESTRING (652756.651569702 6863017.42051865,652773.606537952 6863012.72960055)","15720","15721",R REAUMUR,
